Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-06-27,"Lunch","Chicken Breast, Skin Removed Before Cooking","200.00 g",346.00,0.00,0.00,129.52,0.13,0.23,24.84,1.94,1.20,0.68,8.00,18.00,0.00,10.00,0.54,0.60,30.00,0.10,2.12,54.00,0.03,432.00,494.00,48.80,154.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,9.02,170.00,3.08,1.96,2.54,0.18,0.20,1.64,0.79,1.92,3.26,4.64,5.25,1.71,2.45,61.82,2.61,0.72,2.09,3.07,"Poultry Products"
2024-06-27,"Snacks","Stik-O, Chocolate Wafer Stick, Junior","4.00 x 4.0 pieces",520.00,,,,,,,,,,,,,,,,80.00,,5.00,,,,0.00,,80.00,,96.00,0.00,,52.00,,96.00,12.00,0.00,,,6.00,0.00,,,,,,,,,,8.00,,,,,"Sweets"
2024-06-27,"Snacks","Cheese Popcorn","4.00 bag - single serving - each 1 oz",610.39,0.00,0.00,1.31,0.08,0.11,1.74,0.43,0.13,0.13,26.50,48.57,0.00,2.95,4.62,1.76,128.14,0.20,2.41,111.25,0.84,409.37,295.97,13.51,1007.92,2.80,58.63,10.85,40.72,0.71,0.00,47.69,37.63,12.10,10.04,18.40,6.69,0.22,0.41,17.85,0.18,0.34,0.47,1.34,0.38,0.26,0.57,12.48,0.47,0.13,0.50,0.63,"Snacks"
2024-06-28,"Uncategorized","Nescafe, Instant Coffee Stick, Classic","1.00  stick",80.00,,,1.91,,,,,,,,,,0.00,,,27.00,,0.70,,,,23.00,,40.00,,14.00,0.50,,11.00,2.80,13.50,2.00,0.00,,,2.00,0.00,,,,,,,,,,1.00,,,,,"Beverages"
2024-06-28,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-06-28,"Lunch","Roast Beef, Rump, No Visible Fat Eaten","3.00 oz",136.08,0.00,0.00,54.91,0.07,0.25,6.74,0.37,0.66,1.72,4.25,3.40,0.00,0.85,0.24,1.62,13.61,0.05,2.45,12.76,0.00,229.63,326.59,23.13,56.98,3.86,0.00,0.00,0.00,0.00,0.00,0.00,3.82,65.49,1.63,0.26,1.42,0.18,0.02,0.19,0.27,0.98,1.22,2.26,2.52,0.71,1.05,25.43,1.24,0.29,0.98,1.31,"Beef Products"
2024-06-28,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","2.00 cup",533.00,,,280.97,0.08,0.07,1.64,1.63,0.24,,8.20,,,,,,4.10,0.30,0.82,32.80,1.46,135.30,106.60,,,1.64,117.79,,,,,117.79,0.78,,0.24,0.21,0.21,,0.04,0.17,0.20,0.23,0.42,0.80,0.35,0.23,0.52,9.68,0.34,0.11,0.32,0.59,"Cereal Grains and Pasta"
2024-06-28,"Lunch","Mac and Cheese","2.00 full recipe",872.81,0.00,0.00,5.09,0.00,0.01,0.01,0.03,0.00,0.05,0.85,194.13,0.00,2.92,0.66,1.99,306.81,0.00,0.01,0.57,0.00,6.81,406.81,0.28,1008.56,0.03,116.26,21.32,0.00,27.66,0.00,94.94,32.76,75.61,6.65,0.85,21.43,0.93,0.09,0.29,0.00,0.01,0.01,0.02,0.02,0.01,0.01,22.56,0.01,0.00,0.01,0.02,""
2024-06-28,"Dinner","Stik-O, Chocolate Wafer Stick, Junior","5.00 x 4.0 pieces",650.00,,,,,,,,,,,,,,,,100.00,,6.25,,,,0.00,,100.00,,120.00,0.00,,65.00,,120.00,15.00,0.00,,,7.50,0.00,,,,,,,,,,10.00,,,,,"Sweets"
2024-06-29,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-06-29,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-06-29,"Lunch","Roast Beef, Rump, No Visible Fat Eaten","1.00 oz",45.36,0.00,0.00,18.30,0.02,0.08,2.25,0.12,0.22,0.57,1.42,1.13,0.00,0.28,0.08,0.54,4.54,0.02,0.82,4.25,0.00,76.54,108.86,7.71,18.99,1.29,0.00,0.00,0.00,0.00,0.00,0.00,1.27,21.83,0.54,0.09,0.47,0.06,0.01,0.06,0.09,0.33,0.41,0.75,0.84,0.24,0.35,8.48,0.41,0.10,0.33,0.44,"Beef Products"
2024-06-29,"Lunch","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-06-29,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","1.50 cup",399.75,,,210.73,0.06,0.05,1.23,1.22,0.18,,6.15,,,,,,3.07,0.22,0.62,24.60,1.10,101.48,79.95,,,1.23,88.34,,,,,88.34,0.58,,0.18,0.15,0.16,,0.03,0.13,0.15,0.17,0.31,0.60,0.26,0.17,0.39,7.26,0.26,0.08,0.24,0.44,"Cereal Grains and Pasta"
2024-06-29,"Dinner","Rice, White, Short-Grain, Cooked, Unenriched","1.50 cup",399.75,,,210.73,0.06,0.05,1.23,1.22,0.18,,6.15,,,,,,3.07,0.22,0.62,24.60,1.10,101.48,79.95,,,1.23,88.34,,,,,88.34,0.58,,0.18,0.15,0.16,,0.03,0.13,0.15,0.17,0.31,0.60,0.26,0.17,0.39,7.26,0.26,0.08,0.24,0.44,"Cereal Grains and Pasta"
2024-06-29,"Dinner","Chicken Breast, Skin Removed Before Cooking","200.00 g",346.00,0.00,0.00,129.52,0.13,0.23,24.84,1.94,1.20,0.68,8.00,18.00,0.00,10.00,0.54,0.60,30.00,0.10,2.12,54.00,0.03,432.00,494.00,48.80,154.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,9.02,170.00,3.08,1.96,2.54,0.18,0.20,1.64,0.79,1.92,3.26,4.64,5.25,1.71,2.45,61.82,2.61,0.72,2.09,3.07,"Poultry Products"
2024-06-29,"Dinner","Mac and Cheese","1.00 full recipe",436.40,0.00,0.00,2.55,0.00,0.00,0.01,0.02,0.00,0.02,0.43,97.07,0.00,1.46,0.33,0.99,153.41,0.00,0.00,0.28,0.00,3.41,203.41,0.14,504.28,0.01,58.13,10.66,0.00,13.83,0.00,47.47,16.38,37.80,3.32,0.43,10.71,0.47,0.04,0.14,0.00,0.00,0.01,0.01,0.01,0.00,0.01,11.28,0.01,0.00,0.01,0.01,""
2024-06-29,"Snacks","Stik-O, Chocolate Wafer Stick, Junior","5.00 x 4.0 pieces",650.00,,,,,,,,,,,,,,,,100.00,,6.25,,,,0.00,,100.00,,120.00,0.00,,65.00,,120.00,15.00,0.00,,,7.50,0.00,,,,,,,,,,10.00,,,,,"Sweets"
2024-06-29,"Snacks","Cheese Popcorn","4.00 bag - single serving - each 1 oz",610.39,0.00,0.00,1.31,0.08,0.11,1.74,0.43,0.13,0.13,26.50,48.57,0.00,2.95,4.62,1.76,128.14,0.20,2.41,111.25,0.84,409.37,295.97,13.51,1007.92,2.80,58.63,10.85,40.72,0.71,0.00,47.69,37.63,12.10,10.04,18.40,6.69,0.22,0.41,17.85,0.18,0.34,0.47,1.34,0.38,0.26,0.57,12.48,0.47,0.13,0.50,0.63,"Snacks"
2024-06-29,"Snacks","Stik-O, Chocolate Wafer Stick, Junior","10.00 x 4.0 pieces",1300.00,,,,,,,,,,,,,,,,200.00,,12.50,,,,0.00,,200.00,,240.00,0.00,,130.00,,240.00,30.00,0.00,,,15.00,0.00,,,,,,,,,,20.00,,,,,"Sweets"
2024-06-30,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-06-30,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-06-30,"Breakfast","Rice, White, Short-Grain, Cooked, Unenriched","3.00 cup",799.50,,,421.46,0.12,0.10,2.46,2.44,0.36,,12.30,,,,,,6.15,0.44,1.23,49.20,2.20,202.95,159.90,,,2.46,176.69,,,,,176.69,1.17,,0.36,0.31,0.31,,0.06,0.25,0.30,0.34,0.63,1.20,0.52,0.34,0.77,14.51,0.52,0.17,0.49,0.89,"Cereal Grains and Pasta"
2024-06-30,"Breakfast","Roast Beef, Rump, No Visible Fat Eaten","5.00 oz",226.80,0.00,0.00,91.51,0.11,0.41,11.24,0.62,1.10,2.86,7.09,5.67,0.00,1.42,0.40,2.69,22.68,0.08,4.08,21.26,0.01,382.72,544.31,38.56,94.97,6.44,0.00,0.00,0.00,0.00,0.00,0.00,6.36,109.15,2.72,0.43,2.37,0.30,0.03,0.32,0.45,1.64,2.04,3.77,4.19,1.19,1.75,42.38,2.06,0.49,1.63,2.19,"Beef Products"
2024-06-30,"Breakfast","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-06-30,"Breakfast","Cheese Popcorn","4.00 bag - single serving - each 1 oz",610.39,0.00,0.00,1.31,0.08,0.11,1.74,0.43,0.13,0.13,26.50,48.57,0.00,2.95,4.62,1.76,128.14,0.20,2.41,111.25,0.84,409.37,295.97,13.51,1007.92,2.80,58.63,10.85,40.72,0.71,0.00,47.69,37.63,12.10,10.04,18.40,6.69,0.22,0.41,17.85,0.18,0.34,0.47,1.34,0.38,0.26,0.57,12.48,0.47,0.13,0.50,0.63,"Snacks"
2024-06-30,"Lunch","Mac and Cheese","1.00 full recipe",436.40,0.00,0.00,2.55,0.00,0.00,0.01,0.02,0.00,0.02,0.43,97.07,0.00,1.46,0.33,0.99,153.41,0.00,0.00,0.28,0.00,3.41,203.41,0.14,504.28,0.01,58.13,10.66,0.00,13.83,0.00,47.47,16.38,37.80,3.32,0.43,10.71,0.47,0.04,0.14,0.00,0.00,0.01,0.01,0.01,0.00,0.01,11.28,0.01,0.00,0.01,0.01,""
2024-06-30,"Dinner","Mung Beans, Cooked from Dried","400.00 g",420.00,0.00,0.00,290.64,0.66,0.24,2.31,1.64,0.27,0.00,636.00,4.67,4.00,0.00,0.60,10.80,108.00,0.62,5.60,192.00,1.19,396.00,1064.00,10.00,8.00,3.36,76.60,30.40,38.20,8.00,0.00,46.20,1.52,0.00,0.22,0.51,0.46,0.00,0.04,0.48,0.25,0.82,1.19,2.18,1.96,0.34,1.70,28.08,0.92,0.30,0.84,1.46,"Legumes and Legume Products"
2024-06-30,"Dinner","Chicken Breast, Skin Removed Before Cooking","200.00 g",346.00,0.00,0.00,129.52,0.13,0.23,24.84,1.94,1.20,0.68,8.00,18.00,0.00,10.00,0.54,0.60,30.00,0.10,2.12,54.00,0.03,432.00,494.00,48.80,154.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,9.02,170.00,3.08,1.96,2.54,0.18,0.20,1.64,0.79,1.92,3.26,4.64,5.25,1.71,2.45,61.82,2.61,0.72,2.09,3.07,"Poultry Products"
2024-07-01,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-07-01,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-07-01,"Breakfast","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-07-01,"Breakfast","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-01,"Lunch","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-01,"Lunch","Mac and Cheese","1.00 full recipe",436.40,0.00,0.00,2.55,0.00,0.00,0.01,0.02,0.00,0.02,0.43,97.07,0.00,1.46,0.33,0.99,153.41,0.00,0.00,0.28,0.00,3.41,203.41,0.14,504.28,0.01,58.13,10.66,0.00,13.83,0.00,47.47,16.38,37.80,3.32,0.43,10.71,0.47,0.04,0.14,0.00,0.00,0.01,0.01,0.01,0.00,0.01,11.28,0.01,0.00,0.01,0.01,""
2024-07-01,"Dinner","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-02,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-07-02,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-07-02,"Lunch","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-02,"Lunch","Eggs, Cooked","1.50 large",116.25,0.00,0.00,55.97,0.05,0.38,0.05,1.05,0.09,0.83,33.00,112.00,0.00,65.25,0.77,0.22,37.50,0.01,0.89,7.50,0.02,129.00,94.50,23.10,93.00,0.79,0.84,0.00,0.00,0.84,0.00,0.83,7.96,279.75,3.06,1.06,2.45,0.00,0.05,0.98,0.22,0.22,0.51,0.81,0.68,0.29,0.50,9.44,0.45,0.11,0.38,0.58,"Dairy and Egg Products"
2024-07-02,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-02,"Dinner","Pukka, Pizza Slice, Pepperoni","1.00 Serving",294.02,,,,,,,,,,,,,,,,,,,,,,,,424.00,,29.00,1.40,,3.40,,27.60,16.50,,,,7.70,,,,,,,,,,,8.30,,,,,"Meals, Entrees, and Sidedishes"
2024-07-02,"Dinner","Private Selection, Tarte Flambee With Bacon Lardons, Olive Oil Grana Padano Sauce, Creme Fraiche, Sliced White Onions, Parsley Thin Crust Pizza, Tarte Flambee","1.00 serving",379.90,,,,,,,,,,,60.03,3.63,,,,59.45,,1.07,,,,210.25,,780.10,,45.99,2.03,,5.00,,43.96,14.99,14.50,,,5.00,0.00,,,,,,,,,,13.01,,,,,""
2024-07-03,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-07-03,"Breakfast","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-03,"Breakfast","Eggs, Cooked","1.50 large",116.25,0.00,0.00,55.97,0.05,0.38,0.05,1.05,0.09,0.83,33.00,112.00,0.00,65.25,0.77,0.22,37.50,0.01,0.89,7.50,0.02,129.00,94.50,23.10,93.00,0.79,0.84,0.00,0.00,0.84,0.00,0.83,7.96,279.75,3.06,1.06,2.45,0.00,0.05,0.98,0.22,0.22,0.51,0.81,0.68,0.29,0.50,9.44,0.45,0.11,0.38,0.58,"Dairy and Egg Products"
2024-07-03,"Breakfast","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-03,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-03,"Lunch","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-03,"Dinner","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-03,"Dinner","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-03,"Dinner","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-07-04,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-07-04,"Breakfast","Chinese Cabbage, Pak-Choi, Raw","50.00 g",6.50,0.00,0.00,47.66,0.02,0.04,0.25,0.04,0.10,0.00,33.00,111.73,22.50,0.00,0.05,22.75,52.50,0.01,0.40,9.50,0.08,18.50,126.00,0.25,32.50,0.10,1.09,0.50,0.00,0.59,0.00,0.57,0.10,0.00,0.01,0.05,0.01,0.00,0.03,0.00,0.01,0.01,0.04,0.04,0.04,0.00,0.02,0.75,0.02,0.01,0.01,0.03,"Vegetables and Vegetable Products"
2024-07-04,"Breakfast","Apple, Fresh, With Skin","0.25 large - 3 1/4"" diameter",28.99,0.00,0.00,47.70,0.01,0.01,0.05,0.03,0.02,0.00,1.67,1.51,2.56,0.00,0.12,1.23,3.34,0.02,0.07,2.79,0.02,6.13,59.65,0.00,0.56,0.02,7.70,1.34,0.03,5.79,0.00,5.91,0.09,0.00,0.00,0.03,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.14,0.00,0.00,0.00,0.01,"Fruits and Fruit Juices"
2024-07-04,"Breakfast","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-04,"Breakfast","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
2024-07-04,"Breakfast","Eggs, Cooked","1.50 large",116.25,0.00,0.00,55.97,0.05,0.38,0.05,1.05,0.09,0.83,33.00,112.00,0.00,65.25,0.77,0.22,37.50,0.01,0.89,7.50,0.02,129.00,94.50,23.10,93.00,0.79,0.84,0.00,0.00,0.84,0.00,0.83,7.96,279.75,3.06,1.06,2.45,0.00,0.05,0.98,0.22,0.22,0.51,0.81,0.68,0.29,0.50,9.44,0.45,0.11,0.38,0.58,"Dairy and Egg Products"
2024-07-04,"Lunch","Chinese Cabbage, Pak-Choi, Raw","50.00 g",6.50,0.00,0.00,47.66,0.02,0.04,0.25,0.04,0.10,0.00,33.00,111.73,22.50,0.00,0.05,22.75,52.50,0.01,0.40,9.50,0.08,18.50,126.00,0.25,32.50,0.10,1.09,0.50,0.00,0.59,0.00,0.57,0.10,0.00,0.01,0.05,0.01,0.00,0.03,0.00,0.01,0.01,0.04,0.04,0.04,0.00,0.02,0.75,0.02,0.01,0.01,0.03,"Vegetables and Vegetable Products"
2024-07-04,"Lunch","Eggs, Cooked","1.50 large",116.25,0.00,0.00,55.97,0.05,0.38,0.05,1.05,0.09,0.83,33.00,112.00,0.00,65.25,0.77,0.22,37.50,0.01,0.89,7.50,0.02,129.00,94.50,23.10,93.00,0.79,0.84,0.00,0.00,0.84,0.00,0.83,7.96,279.75,3.06,1.06,2.45,0.00,0.05,0.98,0.22,0.22,0.51,0.81,0.68,0.29,0.50,9.44,0.45,0.11,0.38,0.58,"Dairy and Egg Products"
2024-07-04,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","1.00 cup",266.50,,,140.49,0.04,0.03,0.82,0.81,0.12,,4.10,,,,,,2.05,0.15,0.41,16.40,0.73,67.65,53.30,,,0.82,58.90,,,,,58.90,0.39,,0.12,0.10,0.10,,0.02,0.08,0.10,0.11,0.21,0.40,0.17,0.11,0.26,4.84,0.17,0.06,0.16,0.30,"Cereal Grains and Pasta"
2024-07-04,"Lunch","Chicken Breast, Skin Removed Before Cooking","100.00 g",173.00,0.00,0.00,64.76,0.07,0.12,12.42,0.97,0.60,0.34,4.00,9.00,0.00,5.00,0.27,0.30,15.00,0.05,1.06,27.00,0.02,216.00,247.00,24.40,77.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,4.51,85.00,1.54,0.98,1.27,0.09,0.10,0.82,0.40,0.96,1.63,2.32,2.63,0.86,1.23,30.91,1.31,0.36,1.04,1.53,"Poultry Products"
